,location,date,total_cases,new_cases
121486,India,2020-01-03,,0.0
121487,India,2020-01-04,,0.0
121488,India,2020-01-05,,0.0
121489,India,2020-01-06,,0.0
121490,India,2020-01-07,,0.0
121491,India,2020-01-08,,0.0
121492,India,2020-01-09,,0.0
121493,India,2020-01-10,,0.0
121494,India,2020-01-11,,0.0
121495,India,2020-01-12,,0.0
121496,India,2020-01-13,,0.0
121497,India,2020-01-14,,0.0
121498,India,2020-01-15,,0.0
121499,India,2020-01-16,,0.0
121500,India,2020-01-17,,0.0
121501,India,2020-01-18,,0.0
121502,India,2020-01-19,,0.0
121503,India,2020-01-20,,0.0
121504,India,2020-01-21,,0.0
121505,India,2020-01-22,,0.0
121506,India,2020-01-23,,0.0
121507,India,2020-01-24,,0.0
121508,India,2020-01-25,,0.0
121509,India,2020-01-26,,0.0
121510,India,2020-01-27,,0.0
121511,India,2020-01-28,,0.0
121512,India,2020-01-29,,0.0
121513,India,2020-01-30,1.0,1.0
121514,India,2020-01-31,5.0,4.0
121515,India,2020-02-01,5.0,0.0
121516,India,2020-02-02,2.0,
121517,India,2020-02-03,3.0,1.0
121518,India,2020-02-04,7.0,4.0
121519,India,2020-02-05,7.0,0.0
121520,India,2020-02-06,7.0,0.0
121521,India,2020-02-07,7.0,0.0
121522,India,2020-02-08,7.0,0.0
121523,India,2020-02-09,7.0,0.0
121524,India,2020-02-10,7.0,0.0
121525,India,2020-02-11,7.0,0.0
121526,India,2020-02-12,7.0,0.0
121527,India,2020-02-13,7.0,0.0
121528,India,2020-02-14,7.0,0.0
121529,India,2020-02-15,7.0,0.0
121530,India,2020-02-16,7.0,0.0
121531,India,2020-02-17,7.0,0.0
121532,India,2020-02-18,7.0,0.0
121533,India,2020-02-19,7.0,0.0
121534,India,2020-02-20,7.0,0.0
121535,India,2020-02-21,7.0,0.0
121536,India,2020-02-22,7.0,0.0
121537,India,2020-02-23,7.0,0.0
121538,India,2020-02-24,7.0,0.0
121539,India,2020-02-25,7.0,0.0
121540,India,2020-02-26,7.0,0.0
121541,India,2020-02-27,7.0,0.0
121542,India,2020-02-28,7.0,0.0
121543,India,2020-02-29,7.0,0.0
121544,India,2020-03-01,7.0,0.0
121545,India,2020-03-02,5.0,
121546,India,2020-03-03,9.0,4.0
121547,India,2020-03-04,28.0,19.0
121548,India,2020-03-05,29.0,1.0
121549,India,2020-03-06,31.0,2.0
121550,India,2020-03-07,34.0,3.0
121551,India,2020-03-08,39.0,5.0
121552,India,2020-03-09,44.0,5.0
121553,India,2020-03-10,50.0,6.0
121554,India,2020-03-11,60.0,10.0
121555,India,2020-03-12,73.0,13.0
121556,India,2020-03-13,81.0,8.0
121557,India,2020-03-14,84.0,3.0
121558,India,2020-03-15,107.0,23.0
121559,India,2020-03-16,114.0,7.0
121560,India,2020-03-17,137.0,23.0
121561,India,2020-03-18,151.0,14.0
121562,India,2020-03-19,173.0,22.0
121563,India,2020-03-20,223.0,50.0
121564,India,2020-03-21,283.0,60.0
121565,India,2020-03-22,360.0,77.0
121566,India,2020-03-23,434.0,74.0
121567,India,2020-03-24,519.0,85.0
121568,India,2020-03-25,606.0,87.0
121569,India,2020-03-26,649.0,43.0
121570,India,2020-03-27,724.0,75.0
121571,India,2020-03-28,909.0,185.0
121572,India,2020-03-29,979.0,70.0
121573,India,2020-03-30,1071.0,92.0
121574,India,2020-03-31,1251.0,180.0
121575,India,2020-04-01,1637.0,386.0
121576,India,2020-04-02,1965.0,328.0
121577,India,2020-04-03,2301.0,336.0
121578,India,2020-04-04,2902.0,601.0
121579,India,2020-04-05,3374.0,472.0
121580,India,2020-04-06,4067.0,693.0
121581,India,2020-04-07,4421.0,354.0
121582,India,2020-04-08,5274.0,853.0
121583,India,2020-04-09,5865.0,591.0
121584,India,2020-04-10,6412.0,547.0
121585,India,2020-04-11,7447.0,1035.0
121586,India,2020-04-12,8356.0,909.0
121587,India,2020-04-13,9152.0,796.0
121588,India,2020-04-14,10363.0,1211.0
121589,India,2020-04-15,11439.0,1076.0
121590,India,2020-04-16,12380.0,941.0
121591,India,2020-04-17,13387.0,1007.0
121592,India,2020-04-18,14378.0,991.0
121593,India,2020-04-19,15712.0,1334.0
121594,India,2020-04-20,17265.0,1553.0
121595,India,2020-04-21,18601.0,1336.0
121596,India,2020-04-22,19984.0,1383.0
121597,India,2020-04-23,21393.0,1409.0
121598,India,2020-04-24,23077.0,1684.0
121599,India,2020-04-25,24506.0,1429.0
121600,India,2020-04-26,26496.0,1990.0
121601,India,2020-04-27,27892.0,1396.0
121602,India,2020-04-28,29435.0,1543.0
121603,India,2020-04-29,31332.0,1897.0
121604,India,2020-04-30,33050.0,1718.0
121605,India,2020-05-01,35043.0,1993.0
121606,India,2020-05-02,37336.0,2293.0
121607,India,2020-05-03,39980.0,2644.0
121608,India,2020-05-04,42533.0,2553.0
121609,India,2020-05-05,46433.0,3900.0
121610,India,2020-05-06,49391.0,2958.0
121611,India,2020-05-07,52952.0,3561.0
121612,India,2020-05-08,56342.0,3390.0
121613,India,2020-05-09,59662.0,3320.0
121614,India,2020-05-10,62939.0,3277.0
121615,India,2020-05-11,67152.0,4213.0
121616,India,2020-05-12,70756.0,3604.0
121617,India,2020-05-13,74281.0,3525.0
121618,India,2020-05-14,78003.0,3722.0
121619,India,2020-05-15,81970.0,3967.0
121620,India,2020-05-16,85940.0,3970.0
121621,India,2020-05-17,90927.0,4987.0
121622,India,2020-05-18,96169.0,5242.0
121623,India,2020-05-19,101139.0,4970.0
121624,India,2020-05-20,106750.0,5611.0
121625,India,2020-05-21,112359.0,5609.0
121626,India,2020-05-22,118447.0,6088.0
121627,India,2020-05-23,125101.0,6654.0
121628,India,2020-05-24,131868.0,6767.0
121629,India,2020-05-25,138845.0,6977.0
121630,India,2020-05-26,145380.0,6535.0
121631,India,2020-05-27,151767.0,6387.0
121632,India,2020-05-28,158333.0,6566.0
121633,India,2020-05-29,165799.0,7466.0
121634,India,2020-05-30,173763.0,7964.0
121635,India,2020-05-31,182143.0,8380.0
121636,India,2020-06-01,190535.0,8392.0
121637,India,2020-06-02,198706.0,8171.0
121638,India,2020-06-03,207615.0,8909.0
121639,India,2020-06-04,216919.0,9304.0
121640,India,2020-06-05,226770.0,9851.0
121641,India,2020-06-06,236657.0,9887.0
121642,India,2020-06-07,246628.0,9971.0
121643,India,2020-06-08,256611.0,9983.0
121644,India,2020-06-09,266598.0,9987.0
121645,India,2020-06-10,276583.0,9985.0
121646,India,2020-06-11,286579.0,9996.0
121647,India,2020-06-12,297535.0,10956.0
121648,India,2020-06-13,308993.0,11458.0
121649,India,2020-06-14,320922.0,11929.0
121650,India,2020-06-15,332424.0,11502.0
121651,India,2020-06-16,343091.0,10667.0
121652,India,2020-06-17,354065.0,10974.0
121653,India,2020-06-18,366946.0,12881.0
121654,India,2020-06-19,380532.0,13586.0
121655,India,2020-06-20,395048.0,14516.0
121656,India,2020-06-21,410461.0,15413.0
121657,India,2020-06-22,425282.0,14821.0
121658,India,2020-06-23,440215.0,14933.0
121659,India,2020-06-24,456183.0,15968.0
121660,India,2020-06-25,473105.0,16922.0
121661,India,2020-06-26,490401.0,17296.0
121662,India,2020-06-27,508953.0,18552.0
121663,India,2020-06-28,528859.0,19906.0
121664,India,2020-06-29,548318.0,19459.0
121665,India,2020-06-30,566840.0,18522.0
121666,India,2020-07-01,585493.0,18653.0
121667,India,2020-07-02,604641.0,19148.0
121668,India,2020-07-03,625544.0,20903.0
121669,India,2020-07-04,648315.0,22771.0
121670,India,2020-07-05,673165.0,24850.0
121671,India,2020-07-06,697413.0,24248.0
121672,India,2020-07-07,719665.0,22252.0
121673,India,2020-07-08,742417.0,22752.0
121674,India,2020-07-09,767296.0,24879.0
121675,India,2020-07-10,793802.0,26506.0
121676,India,2020-07-11,820916.0,27114.0
121677,India,2020-07-12,849553.0,28637.0
121678,India,2020-07-13,878254.0,28701.0
121679,India,2020-07-14,906752.0,28498.0
121680,India,2020-07-15,936181.0,29429.0
121681,India,2020-07-16,968876.0,32695.0
121682,India,2020-07-17,1003832.0,34956.0
121683,India,2020-07-18,1038716.0,34884.0
121684,India,2020-07-19,1077618.0,38902.0
121685,India,2020-07-20,1118043.0,40425.0
121686,India,2020-07-21,1155191.0,37148.0
121687,India,2020-07-22,1192915.0,37724.0
121688,India,2020-07-23,1238635.0,45720.0
121689,India,2020-07-24,1287945.0,49310.0
121690,India,2020-07-25,1336861.0,48916.0
121691,India,2020-07-26,1385522.0,48661.0
121692,India,2020-07-27,1435453.0,49931.0
121693,India,2020-07-28,1483156.0,47703.0
121694,India,2020-07-29,1531669.0,48513.0
121695,India,2020-07-30,1583792.0,52123.0
121696,India,2020-07-31,1638870.0,55078.0
121697,India,2020-08-01,1695988.0,57118.0
121698,India,2020-08-02,1750723.0,54735.0
121699,India,2020-08-03,1803695.0,52972.0
121700,India,2020-08-04,1855745.0,52050.0
121701,India,2020-08-05,1908254.0,52509.0
121702,India,2020-08-06,1964536.0,56282.0
121703,India,2020-08-07,2027074.0,62538.0
121704,India,2020-08-08,2088611.0,61537.0
121705,India,2020-08-09,2153010.0,64399.0
121706,India,2020-08-10,2215074.0,62064.0
121707,India,2020-08-11,2268675.0,53601.0
121708,India,2020-08-12,2329638.0,60963.0
121709,India,2020-08-13,2396637.0,66999.0
121710,India,2020-08-14,2461190.0,64553.0
121711,India,2020-08-15,2526192.0,65002.0
121712,India,2020-08-16,2589682.0,63490.0
121713,India,2020-08-17,2647663.0,57981.0
121714,India,2020-08-18,2702742.0,55079.0
121715,India,2020-08-19,2767273.0,64531.0
121716,India,2020-08-20,2836925.0,69652.0
121717,India,2020-08-21,2905823.0,68898.0
121718,India,2020-08-22,2975701.0,69878.0
121719,India,2020-08-23,3044940.0,69239.0
121720,India,2020-08-24,3106348.0,61408.0
121721,India,2020-08-25,3167323.0,60975.0
121722,India,2020-08-26,3234474.0,67151.0
121723,India,2020-08-27,3310234.0,75760.0
121724,India,2020-08-28,3387500.0,77266.0
121725,India,2020-08-29,3463972.0,76472.0
121726,India,2020-08-30,3542733.0,78761.0
121727,India,2020-08-31,3621245.0,78512.0
121728,India,2020-09-01,3691166.0,69921.0
121729,India,2020-09-02,3769523.0,78357.0
121730,India,2020-09-03,3853406.0,83883.0
121731,India,2020-09-04,3936747.0,83341.0
121732,India,2020-09-05,4023179.0,86432.0
121733,India,2020-09-06,4113811.0,90632.0
121734,India,2020-09-07,4204613.0,90802.0
121735,India,2020-09-08,4280422.0,75809.0
121736,India,2020-09-09,4370128.0,89706.0
121737,India,2020-09-10,4465863.0,95735.0
121738,India,2020-09-11,4562414.0,96551.0
121739,India,2020-09-12,4659984.0,97570.0
121740,India,2020-09-13,4754356.0,94372.0
121741,India,2020-09-14,4846427.0,92071.0
121742,India,2020-09-15,4930236.0,83809.0
121743,India,2020-09-16,5020359.0,90123.0
121744,India,2020-09-17,5118253.0,97894.0
121745,India,2020-09-18,5214677.0,96424.0
121746,India,2020-09-19,5308014.0,93337.0
121747,India,2020-09-20,5400619.0,92605.0
121748,India,2020-09-21,5487580.0,86961.0
121749,India,2020-09-22,5562663.0,75083.0
121750,India,2020-09-23,5646010.0,83347.0
121751,India,2020-09-24,5732518.0,86508.0
121752,India,2020-09-25,5818570.0,86052.0
121753,India,2020-09-26,5903932.0,85362.0
121754,India,2020-09-27,5992532.0,88600.0
121755,India,2020-09-28,6074702.0,82170.0
121756,India,2020-09-29,6145291.0,70589.0
121757,India,2020-09-30,6225763.0,80472.0
121758,India,2020-10-01,6312584.0,86821.0
121759,India,2020-10-02,6394068.0,81484.0
121760,India,2020-10-03,6473544.0,79476.0
121761,India,2020-10-04,6549373.0,75829.0
121762,India,2020-10-05,6623815.0,74442.0
121763,India,2020-10-06,6685082.0,61267.0
121764,India,2020-10-07,6757131.0,72049.0
121765,India,2020-10-08,6835655.0,78524.0
121766,India,2020-10-09,6906151.0,70496.0
121767,India,2020-10-10,6979423.0,73272.0
121768,India,2020-10-11,7053806.0,74383.0
121769,India,2020-10-12,7120538.0,66732.0
121770,India,2020-10-13,7175880.0,55342.0
121771,India,2020-10-14,7239389.0,63509.0
121772,India,2020-10-15,7307097.0,67708.0
121773,India,2020-10-16,7370468.0,63371.0
121774,India,2020-10-17,7432680.0,62212.0
121775,India,2020-10-18,7494551.0,61871.0
121776,India,2020-10-19,7550273.0,55722.0
121777,India,2020-10-20,7597063.0,46790.0
121778,India,2020-10-21,7651107.0,54044.0
121779,India,2020-10-22,7706946.0,55839.0
121780,India,2020-10-23,7761312.0,54366.0
121781,India,2020-10-24,7814682.0,53370.0
121782,India,2020-10-25,7864811.0,50129.0
121783,India,2020-10-26,7909959.0,45148.0
121784,India,2020-10-27,7946429.0,36470.0
121785,India,2020-10-28,7990322.0,43893.0
121786,India,2020-10-29,8040203.0,49881.0
121787,India,2020-10-30,8088851.0,48648.0
121788,India,2020-10-31,8137119.0,48268.0
121789,India,2020-11-01,8184082.0,46963.0
121790,India,2020-11-02,8229313.0,45231.0
121791,India,2020-11-03,8267623.0,38310.0
121792,India,2020-11-04,8313876.0,46253.0
121793,India,2020-11-05,8364086.0,50210.0
121794,India,2020-11-06,8411724.0,47638.0
121795,India,2020-11-07,8462080.0,50356.0
121796,India,2020-11-08,8507754.0,45674.0
121797,India,2020-11-09,8553657.0,45903.0
121798,India,2020-11-10,8591730.0,38073.0
121799,India,2020-11-11,8636011.0,44281.0
121800,India,2020-11-12,8683916.0,47905.0
121801,India,2020-11-13,8728795.0,44879.0
121802,India,2020-11-14,8773479.0,44684.0
121803,India,2020-11-15,8814579.0,41100.0
121804,India,2020-11-16,8845127.0,30548.0
121805,India,2020-11-17,8874290.0,29163.0
121806,India,2020-11-18,8912907.0,38617.0
121807,India,2020-11-19,8958483.0,45576.0
121808,India,2020-11-20,9004365.0,45882.0
121809,India,2020-11-21,9050597.0,46232.0
121810,India,2020-11-22,9095806.0,45209.0
121811,India,2020-11-23,9139865.0,44059.0
121812,India,2020-11-24,9177840.0,37975.0
121813,India,2020-11-25,9222216.0,44376.0
121814,India,2020-11-26,9266705.0,44489.0
121815,India,2020-11-27,9309787.0,43082.0
121816,India,2020-11-28,9351109.0,41322.0
121817,India,2020-11-29,9392919.0,41810.0
121818,India,2020-11-30,9431691.0,38772.0
121819,India,2020-12-01,9462809.0,31118.0
121820,India,2020-12-02,9499413.0,36604.0
121821,India,2020-12-03,9534964.0,35551.0
121822,India,2020-12-04,9571559.0,36595.0
121823,India,2020-12-05,9608211.0,36652.0
121824,India,2020-12-06,9644222.0,36011.0
121825,India,2020-12-07,9677203.0,32981.0
121826,India,2020-12-08,9703770.0,26567.0
121827,India,2020-12-09,9735850.0,32080.0
121828,India,2020-12-10,9767371.0,31521.0
121829,India,2020-12-11,9796769.0,29398.0
121830,India,2020-12-12,9826775.0,30006.0
121831,India,2020-12-13,9857029.0,30254.0
121832,India,2020-12-14,9884100.0,27071.0
121833,India,2020-12-15,9906165.0,22065.0
121834,India,2020-12-16,9932547.0,26382.0
121835,India,2020-12-17,9956557.0,24010.0
121836,India,2020-12-18,9979447.0,22890.0
121837,India,2020-12-19,10004599.0,25152.0
121838,India,2020-12-20,10031223.0,26624.0
121839,India,2020-12-21,10055560.0,24337.0
121840,India,2020-12-22,10075116.0,19556.0
121841,India,2020-12-23,10099066.0,23950.0
121842,India,2020-12-24,10123778.0,24712.0
121843,India,2020-12-25,10146845.0,23067.0
121844,India,2020-12-26,10169118.0,22273.0
121845,India,2020-12-27,10187850.0,18732.0
121846,India,2020-12-28,10207871.0,20021.0
121847,India,2020-12-29,10224303.0,16432.0
121848,India,2020-12-30,10244852.0,20549.0
121849,India,2020-12-31,10266674.0,21822.0
121850,India,2021-01-01,10286709.0,20035.0
121851,India,2021-01-02,10305788.0,19079.0
121852,India,2021-01-03,10323965.0,18177.0
121853,India,2021-01-04,10340469.0,16504.0
121854,India,2021-01-05,10356844.0,16375.0
121855,India,2021-01-06,10374932.0,18088.0
121856,India,2021-01-07,10395278.0,20346.0
121857,India,2021-01-08,10413417.0,18139.0
121858,India,2021-01-09,10431639.0,18222.0
121859,India,2021-01-10,10450284.0,18645.0
121860,India,2021-01-11,10466595.0,16311.0
121861,India,2021-01-12,10479179.0,12584.0
121862,India,2021-01-13,10495147.0,15968.0
121863,India,2021-01-14,10512093.0,16946.0
121864,India,2021-01-15,10527683.0,15590.0
121865,India,2021-01-16,10542841.0,15158.0
121866,India,2021-01-17,10557985.0,15144.0
121867,India,2021-01-18,10571773.0,13788.0
121868,India,2021-01-19,10581837.0,10064.0
121869,India,2021-01-20,10595660.0,13823.0
121870,India,2021-01-21,10610883.0,15223.0
121871,India,2021-01-22,10625428.0,14545.0
121872,India,2021-01-23,10639684.0,14256.0
121873,India,2021-01-24,10654533.0,14849.0
